tweets,labls
"RT @NewsNation: ""It's OK that you get animated and frustrated and then move past it.""

@RepMattGaetz weighed in on the confrontation betwee…",R
"RT @CitizenFreePres: Matt Gaetz and Lauren Boebert are getting straight to work...

https://t.co/I6flYG28gn",R
Nancy Pelosi is going to be viewed as the last of the imperial speakers that centralized power and took a lot of th… https://t.co/CoV3zCzIRa,R
"Moments ago, we passed the rules for the 118th Congress.

We're going to have votes on term limits, balanced budget… https://t.co/1Ti7jyB3ii",R
"RT @RepEliCrane: Proud of my colleagues who joined me in standing strong against the status quo.

Our fight resulted in changes to the Hous…",R
"As I said in September, America has bigger problems than library disputes.

The only reason criminality appends to… https://t.co/NZpmfDjZHJ",R
"RT @LuckeyGinger: Happy Law Enforcement Appreciation Day!

We appreciate the hard work you do for FL-1 and the rest of the country to keep…",R
"RT @ECSONews: Today, we recognize our own men and women in green who serve Escambia County, as well as, Law Enforcement Officers across the…",R
"RT @Project_Veritas: WATCH: @JamesOKeefeIII and @RepMattGaetz talk about Project Veritas Journalism

""Journalism is distinguished from prop…",R
"New from @NatalieGWinters: 

REVEALED: Daily Beast Reporter Used To Work For Sanctioned “Chinese Military Company""

https://t.co/UrYmgDpdQe",R
"RT @CitizenFreePres: Matt Gaetz:

“Taking four days to elect the Speaker and ensure we have a fighting force that is going to check the Bid…",R
".@SpeakerMcCarthy did agree, to his great credit, to democratize power to the membership in Congress. 

Oftentimes,… https://t.co/x9RVvbKd7o",R
"RT @RepMikeRogersAL: .@RepMattGaetz and I have a long and productive working relationship, that I am sure will continue. I regret that I br…",R
".@RepMikeRogersAL and I have a six-year productive, working relationship. We're going to work together wonderfully… https://t.co/eQ7Uf1beej",R
The entire Congress takes six weeks off in the summer. Taking four days to elect the Speaker of the House and ensur… https://t.co/IodWYzMFtI,R
TUNE IN to @FoxNews today at 1:15pm ET/12:15pm CT! https://t.co/F4UxFuXaoJ,R
RT @RepEliCrane: https://t.co/bjho3y2rRI,R
"This has never been about me or Kevin McCarthy. It's about the American people. 

America wants to know that the ru… https://t.co/ECaldKx0Po",R
"TONIGHT: I’ll be joining @SeanHannity to discuss the race for Speaker of the House.

TUNE IN to @FoxNews at 9:15pm ET/8:15pm CT!",R
"Kevin McCarthy has not “earned” the Speakership. 

You only earn the position of Speaker of the House if you can ge… https://t.co/rZ6vQaO7qZ",R
"My question remains unanswered: why is Kevin McCarthy squatting in the Speaker’s office? 

After 3 days of voting a… https://t.co/GCZ2nsl2sq",R
"RT @alx: Rep. @MattGaetz: “I wouldn't be betting on my vote for Kevin McCarthy under almost any circumstance”

 https://t.co/MNSNSdtjxA",R
"I will not be voting for Kevin McCarthy. 

I resent the extent to which he utilizes the lobbyists and special inter… https://t.co/eGtCgwvDNT",R
COMING UP: I’ll be joining @IngrahamAngle tonight to discuss the race for Speaker of the House and why I’m not voti… https://t.co/zXxTlSrwAO,R
"RT @ColumbiaBugle: .@RepMattGaetz Calls Out Kevin McCarthy For Squatting In The Speaker's Office

""I would like to know what the basis is t…",R
"I’m formally nominating President Donald J. Trump for Speaker of the House. 

Make the House of Representatives Gre… https://t.co/74ZVyhn2Ks",R
"There are only two outcomes here:

Either Kevin McCarthy withdraws from the Speaker's race, or he has to wake up ev… https://t.co/Vc1GOT8x3b",R
RT @EliCrane_CEO: https://t.co/k8YX61HoKN,R
"RT @RepBoebert: We’re not making a point.

We’re making a change.",R
"RT @tampafreepress: US Rep. Matt Gaetz Votes “Donald John Trump” For House Speaker
#gaetz #trump #mccarthy #news
https://t.co/vzabngFJPb",R
RT @DC_Draino: BREAKING: Matt Gaetz has just voted for President Trump as Speaker of the House,R
"RT @dcexaminer: #NEW: @GOPLeader Kevin McCarthy foe @RepMattGaetz votes for @realDonaldTrump on seventh speaker ballot
https://t.co/gURirGp…",R
RT @alx: BREAKING: Rep. @MattGaetz votes for Donald Trump for Speaker of The House,R
RT @greg_price11: VIDEO: Rep. @mattgaetz votes Donald Trump for Speaker https://t.co/o1wjN2JTDs,R
"My vote for Speaker of the House today?

Donald John Trump. https://t.co/ajFdcHVPM5",R
RT @alx: BREAKING: Rep. @MattGaetz says he expects vote share in opposition to a Speaker Kevin McCarthy to continue to increase. https://t.…,R
"RT @ColumbiaBugle: .@RepMattGaetz Fires Back At Trey Gowdy's ""Clown Show"" Comment 

""Trey Gowdy would know something about clown shows. Tha…",R
"RT @DailyCaller: .@RepMattGaetz: ""This ends one of two ways...Either Kevin bows out...Or he essentially has to...put on a straightjacket wi…",R
"Trey Gowdy would know something about clown shows. 

That's probably how a lot of us would categorize the Benghazi… https://t.co/kDjuEQM2eu",R
"We’re not trying to dictate terms. We represent our constituents. 

Kevin McCarthy has no ideology. He’s a vessel t… https://t.co/r5sIY6xszB",R
Tune in to @FoxNewsNight tonight! https://t.co/d9oLBtG8Ju,R
".@TuckerCarlson on McCarthy’s bid for Speaker: 

""You don't want to be ruled by a man who wears a Ukrainian flag la… https://t.co/n5OZi2ZJVx",R
"RT @ColumbiaBugle: .@RepMattGaetz After Meeting With McCarthy

“He’s a desperate guy whose vote share is dropping w/ every subsequent vote…",R
"Another day, another lie from Kevin McCarthy. 

Just weeks ago, Kevin McCarthy promised me and the entire House Rep… https://t.co/H7EJJpaUZ7",R
RT @RepAndyBiggsAZ: McCarthy is squatting in the Speaker’s office.,R
"RT @FoxNews: BREAKING NEWS: Matt Gaetz responds after Trump urges support for McCarthy

https://t.co/F3j8OQRWHv",R
RT @RepBoebert: Accountability matters. https://t.co/klSbtf2ooW,R
RT @juliegraceb: Gaetz sent a letter to the Architect of the Capitol questioning why McCarthy is allowed to occupy the Speaker’s office. ht…,R
"The Speaker of the House Office in the Capitol is currently being occupied by Kevin McCarthy. 

Kevin McCarthy is n… https://t.co/aSOF4pcsxP",R
RT @johnrich: Who do you support for Speaker of The House?,R
"“Kevin McCarthy is NOT especially conservative. He’s ideologically agnostic. 

His real constituency is the lobbyin… https://t.co/EfJleliTVt",R
RT @realJoelValdez: People should believe Gaetz. https://t.co/ADMdNEoIdY,R
"RT @RSBNetwork: Matt Gaetz slams DC swamp, McCarthy: ‘You cannot put the biggest alligator in charge of the exercise’
https://t.co/Zn6NBE3F…",R
RT @bennyjohnson: Rep. @MattGaetz says he and others were threatened with removal from committees if they don’t vote for Kevin McCarthy for…,R
"RT @NorthropKatrina: I spoke with @RepGallagher, the chairman of the new Select Committee on China, about preventing Taiwan's future from b…",R
Read more here: https://t.co/keNAHMm5mY,R
"Rep. Gallagher's statement on General Minihan's memo, which directs urgent action to better prepare for the near-te… https://t.co/xCWLWrazwY",R
RT @GeorgeWill: https://t.co/Xi6WJjdcpx,R
RT @washingtonpost: Opinion by  George F. Will | Mike Gallagher chairs a vital House committee. Its only focus: China. https://t.co/9SDy9Kf…,R
RT @mattsmith_news: NEW from UW System spokesperson: “UW System will be restricting the TikTok application on System-owned devices.”,R
RT @SenBradley: TikTok is a security threat that should be banned on all taxpayer funded devices. Thank you @RepGallagher and the rest of t…,R
RT @briana_reilly: Chair @RepGallagher says he expects the panel centered on strategic competition with China will lay down “supporting fir…,R
RT @RepNewhouse: I look forward to working with @RepGallagher on the House China Select Committee and protecting America from the continuou…,R
"RT @RepJimBanks: The Chinese Communist Party is one of the greatest threats to the American way of life and we must treat them as such.

Ho…",R
RT @RepCarlos: 🚨Honored to have been chosen to serve on the US House Select Committee on the Strategic Competition Between the US &amp; the Chi…,R
"RT @SpeakerMcCarthy: Under Dem control, House committees were used to target political opponents and reward allies at the expense of addres…",R
"RT @greenbayschools: U.S. Representative Mike Gallagher visited Leonardo da Vinci School for Gifted Learners. During his visit, he learned…",R
"Yesterday, Rep. Gallagher spoke with the Green Bay Optimist Club about his goals for the 118th Congress. 

For 75 y… https://t.co/8qwABu9FxN",R
"Rep. Gallagher: ""The American people -- Democrats and Republicans -- are desperate for a generational shift...We're… https://t.co/QGtKmWPXDY",R
"RT @HooverInst: Is the US in a new “cold war” with #China? In #GoodFellows, Wisconsin congressman @RepGallagher, chair of the newly created…",R
Rep. Gallagher visited Fox Valley Metal Tech to learn more about their operation and the valuable contributions the… https://t.co/LJ9IGoXJCL,R
On Secretary Yellen’s meeting with the CCP Vice Premier: “I would hope that Yellen communicates that any attempt to… https://t.co/FEX4NZl6ah,R
"Rep. Gallagher: ""Go into your garage and look around. I have a grill, my daughter's bicycle, a snowblower...the poi… https://t.co/X8IL2xc5df",R
"Fun fact: Every single coffee bean at Village Roasters is roasted in house in Green Bay.

Today, Rep. Gallagher sto… https://t.co/naVijXTbHo",R
RT @bdomenech: Feature: Mike Gallagher’s China challenge https://t.co/frmeIfz0Xs,R
ICYMI: Rep. Gallagher spoke with @WBAY in Green Bay to talk about the Select Committee on the CCP and what his goal… https://t.co/bOM52kaGNP,R
"RT @AaronBMacLean: Great episode of School of War this morning, with Mike Gallagher (@RepGallagher), chair of the House's new select commit…",R
"Today, we celebrate the transformative life and legacy of Dr. Martin Luther King Jr.  

""Darkness cannot drive out… https://t.co/vQLIXPz4vI",R
RT @NextRevFNC: 'CLEAR AND PRESENT DANGER’: @RepGallagher shares that the goal of the Select Committee on the CCP is to explain to American…,R
Rep. Gallagher's statement following the release of a congressionally-mandated unclassified report on Unidentified… https://t.co/lNlkDrL26Y,R
RT @foxnewspolitics: Rep. Gallagher introduces package of bills to fight back against Mexican cartels https://t.co/8pbjpH6rHy,R
The Select Committee on the CCP will expose the CCP's strategy to undermine American leadership and work on a bipar… https://t.co/zl6ZhdV6uy,R
Rep. Gallagher's statement on tonight's overwhelming bipartisan vote to create the Select Committee on the Chinese… https://t.co/hQN9FgalOW,R
"Rep. Gallagher on the resolution to create a Select Committee on the CCP: ""I stress working on a bipartisan basis..… https://t.co/7n5kkChvbW",R
RT @CongressmanRaja: .@espn's decision to allow TikTok to sponsor its halftime shows on recent college football bowl games raises questions…,R
"Rep. Mike Gallagher and @CongressmanRaja sent a letter to ESPN’s CEO, James Pitaro, expressing concern that ESPN ha… https://t.co/a2UELTkIIZ",R
RT @semafor: NEW: Lawmakers are raising concerns about ESPN's relationship with TikTok after the Chinese social media giant sponsored the h…,R
Rep. Gallagher's statement after being sworn in to serve as a member of the 118th Congress. https://t.co/23UptWyxLM,R
Rep. Gallagher's statement on Governor Evers' decision to finally ban TikTok. https://t.co/XQFBVsIRnp,R
"RT @pcsd: Congratulations to @PCSD_PHS senior Charles Duffrin, who, this morning, learned in a surprise conference call with U.S. Rep. Mike…",R
"RT @HouseGOP: ""Through the Select Committee on China, the House will stand with all those in China oppressed by the regime while advancing…",R
Wishing everyone in Northeast Wisconsin and across the country a very Merry Christmas! https://t.co/WA1ZubLSAl,R
"RT @USATODAY: China is ""consuming my sole focus,"" said Rep. Mike Gallagher. Here's his plan for Congress' Select Committee on China in 2023…",R
"RT @AEI: Who are the future leaders of the GOP?

@marcthiessen sits down with the individuals who might soon lead the Republican party in h…",R
"RT @KaukaunaNews: Under the bill from @RepGallagher, the post office in Kaukauna would be named for Sgt. Nickolas Mueller, a Little Chute n…",R
"RT @CongressmanRaja: This news only underscores the need to pass our recently-introduced bipartisan ANTI-SOCIAL CCP Act. 

For more on why…",R
Rep. Gallagher’s statement on the @Forbes report that ByteDance employees spied on journalists covering the company… https://t.co/oU7T2iWUHb,R
RT @WillFlandersWI: .@RepGallagher was right to suggest that @GovEvers should ban state employees from TikTok. My colleague @NoahDiekemper…,R
"RT @EmpowerWi: While @GovEvers wonders if using TikTok on state government devices is ""something we should stop doing,"" a new @WILawLiberty…",R
"RT @WILawLiberty: NEW: WILL policy report explains the national danger posed by the social media app TikTok. 

--&gt; https://t.co/CaiJJtOZ2w.…",R
"Today, @WILawLiberty released a report on the dangers of TikTok and the invasive ways the app records data from use… https://t.co/haeSRpcO94",R
"RT @JoshuaKlein_: Rep. Mike Gallagher Slams ‘Insane’ Woke Marine Corp Proposal to End ‘Gendered’ Salutations ‘Sir,’ ‘Ma’am’ https://t.co/2d…",R
